que, 1729, 88
que, 1874, 38181
que, 1713, 63
que, 1668, 2
que, 1813, 3921
que, 1568, 8
que, 1872, 22380
que, 1722, 102
que, 1978, 193168
que, 1850, 24900
que, 1902, 50767
que, 1866, 22434
que, 1881, 25426
que, 1865, 14359
que, 1798, 11233
que, 1663, 1
que, 1928, 41590
que, 1684, 7
que, 1698, 61
que, 1871, 24068
que, 1693, 4
que, 1885, 26005
que, 1725, 1343
que, 1670, 1
que, 1744, 173
que, 1919, 36900
que, 1765, 718
que, 1949, 64651
que, 1933, 42553
que, 1841, 15871
que, 1579, 15
que, 1728, 391
que, 1629, 1
que, 1645, 3
que, 1992, 270800
que, 1892, 44414
que, 1830, 11245
que, 1787, 1890
que, 1963, 136592
que, 1707, 37
que, 1940, 40598
que, 1952, 64691
que, 1730, 223
que, 1843, 24730
que, 1829, 15980
que, 1985, 202460
que, 1994, 317672
que, 1820, 10172
que, 2008, 446178
que, 1914, 30187
que, 1961, 123619
que, 1907, 47273
que, 1835, 10535
que, 1717, 107
que, 1834, 11307
que, 1838, 14768
que, 1896, 41678
que, 1779, 780
que, 1943, 29997
que, 1862, 15896
que, 1653, 3
que, 1990, 239144
que, 1780, 729
que, 1922, 48306
que, 1891, 26961
que, 1677, 15
quick, 1925, 38324
quick, 1726, 239
quick, 1706, 135
quick, 1758, 671
quick, 1756, 270
quick, 1637, 5
quick, 1899, 48042
quick, 1635, 3
quick, 1696, 22
quick, 1946, 43559
quick, 1979, 124341
quick, 1640, 4
quick, 1923, 40623
quick, 1595, 2
quick, 1947, 51515
quick, 1654, 1
quick, 1751, 462
quick, 1815, 3279
quick, 1672, 3
quick, 1819, 3810
quick, 1755, 467
quick, 1840, 9522
quick, 1846, 10843
quick, 1996, 307788
quick, 1882, 25824
quick, 1989, 214865
quick, 1714, 174
quick, 2006, 634879
quick, 1939, 42197
quick, 1966, 94758
quick, 2003, 568621
quick, 1650, 27
quick, 1812, 3704
quick, 1525, 1
quick, 1875, 17939
quick, 1983, 152751
quick, 1737, 250
quick, 2001, 446255
quick, 1724, 299
quick, 1709, 83
quick, 1785, 885
quick, 1873, 16453
quick, 1671, 4
quick, 1832, 7327
quick, 1642, 8
quick, 1761, 473
quick, 1993, 262564
quick, 1951, 52948
quick, 1673, 22
quick, 1723, 209
quick, 1927, 40125
quick, 1824, 7210
quick, 1901, 47131
quick, 1716, 183
quick, 1711, 137
quick, 1688, 58
quick, 1679, 29
quick, 1643, 5
quick, 1811, 4085
quick, 1773, 690
quick, 1692, 21
quick, 1661, 2
quick, 1954, 57828
quick, 1844, 10162
quick, 1762, 309
quick, 1887, 26210
quick, 1619, 1
quick, 1910, 51548
quick, 1750, 626
quick, 1920, 51695
quick, 1858, 13680
quick, 1897, 36566
quick, 1890, 24935
quick, 1695, 16
quick, 1747, 322
quick, 1790, 787
quick, 1809, 3465
quick, 1658, 35
quick, 1715, 164
quick, 1821, 3919
quick, 1775, 915
quick, 1675, 30
quick, 1945, 33705
quick, 1959, 60313
quick, 1854, 15457
quick, 1738, 1009
quick, 1995, 296086
quick, 1965, 88331
quick, 1689, 24
quick, 1772, 1041
quick, 1825, 8878
quick, 1924, 38591
quick, 1823, 6663
quick, 1793, 919
quick, 1921, 47773
quick, 1837, 7640
quick, 1998, 343728
quick, 1852, 15256
quick, 1764, 594
quick, 1930, 42697
quick, 1697, 14
quick, 1740, 261
quick, 1839, 9722
quick, 1718, 212
quick, 1799, 1582
quick, 1970, 113784
quick, 1766, 807
quick, 1908, 49695
quick, 1782, 610
quick, 1987, 189165
quick, 1886, 21588
quick, 1682, 91
quick, 1757, 521
quick, 1796, 1672
quick, 1659, 18
quick, 1777, 671
quick, 1806, 2844
quick, 1731, 260
quick, 1926, 36826
quick, 1733, 184
quick, 1700, 84
quick, 2002, 515745
quick, 1895, 30460
quick, 1836, 7940
quick, 1960, 67329
quick, 1953, 53710
quick, 1789, 1095
quick, 1957, 61123
quick, 1878, 18263
quick, 1563, 4
quick, 1783, 784
quick, 1636, 2
quick, 1754, 452
quick, 1911, 49092
quick, 1660, 6
quick, 1971, 108586
quick, 1581, 9
quick, 1942, 38498
quick, 1666, 4
quick, 1805, 3146
quick, 1973, 109532
quick, 1686, 43
quick, 1582, 1
quick, 1905, 45522
quick, 1749, 464
quick, 1833, 7383
quick, 1912, 53688
quick, 1967, 99656
quick, 1685, 130
quick, 1651, 8
quick, 1676, 55
quick, 1699, 59
quick, 1827, 6065
quick, 1918, 40767
quick, 1853, 15746
quick, 1884, 26694
quick, 1968, 110080
quick, 2000, 429882
quick, 1662, 5
quick, 1763, 449
quick, 1828, 5730
quick, 1948, 50516
quick, 1870, 15256
quick, 1592, 1
quick, 1795, 1288
quick, 1857, 15353
quick, 1767, 688
quick, 1719, 104
quick, 1690, 40
quick, 1937, 41535
quick, 1736, 184
quick, 1598, 2
quick, 1735, 283
quick, 1776, 1051
quick, 1900, 50188
quick, 1727, 421
quick, 1904, 47147
quick, 1999, 373078
quick, 1691, 15
quick, 1593, 1
quick, 1991, 242710
quick, 1876, 19214
quick, 1752, 341
quick, 1803, 2871
quick, 1988, 203946
quick, 1786, 783
quick, 1634, 6
quick, 1624, 2
quick, 1705, 107
quick, 1936, 41982
quick, 1826, 6009
quick, 1977, 121681
quick, 1944, 32475
quick, 1974, 110753
quick, 1915, 43729
quick, 1797, 1223
quick, 1860, 19071
quick, 1734, 333
quick, 1864, 14381
quick, 1621, 5
quick, 1851, 12660
quick, 1704, 86
quick, 1903, 46308
quick, 1950, 54050
quick, 1641, 1
quick, 1669, 10
quick, 2004, 641257
quick, 1909, 46034
quick, 1732, 271
quick, 1667, 42
quick, 1680, 24
quick, 1863, 12750
quick, 1748, 369
quick, 1771, 887
quick, 1859, 16605
quick, 1687, 10
quick, 1746, 215
quick, 1929, 39621
quick, 1564, 3
quick, 1855, 16685
quick, 1768, 991
quick, 1694, 35
quick, 1710, 129
quick, 1607, 4
quick, 1818, 4187
quick, 1739, 361
quick, 1981, 134974
quick, 1962, 81160
quick, 1935, 39716
quick, 1606, 3
quick, 1774, 752
quick, 1753, 453
quick, 1788, 1349
quick, 1678, 47
quick, 1856, 17160
quick, 1916, 45605
quick, 1814, 3457
quick, 1984, 163492
quick, 1655, 3
quick, 1817, 3994
quick, 2007, 734737
quick, 1888, 25377
quick, 1665, 6
quick, 1781, 815
quick, 1869, 16621
quick, 1743, 240
quick, 1938, 40750
quick, 1997, 323992
quick, 1847, 9889
quick, 1759, 751
quick, 1572, 1
quick, 1784, 949
quick, 1681, 56
quick, 1975, 108491
quick, 1701, 87
quick, 1801, 3082
quick, 1760, 465
quick, 1964, 80744
quick, 1934, 36115
quick, 1792, 1303
quick, 1913, 50171
quick, 1708, 216
quick, 1807, 3294
quick, 1652, 4
quick, 1745, 319
quick, 1955, 57184
quick, 1894, 28805
quick, 1656, 21
quick, 1674, 2
quick, 1990, 238794
quick, 1769, 547
quick, 1802, 2368
quick, 1842, 7818
quick, 1879, 18187
quick, 1880, 22152
quick, 1906, 49072
quick, 1638, 13
quick, 1664, 26
quick, 1703, 91
quick, 1603, 1
quick, 1845, 10550
quick, 1976, 114767
quick, 1932, 34646
quick, 1868, 16794
quick, 1849, 10640
quick, 1877, 17906
quick, 1808, 2964
quick, 1831, 7369
quick, 1800, 1921
quick, 1712, 143
quick, 1648, 1
quick, 1956, 58266
quick, 1742, 261
quick, 1980, 132896
quick, 1804, 2786
quick, 1721, 189
quick, 1644, 9
quick, 1770, 615
quick, 1883, 29062
quick, 1982, 143403
quick, 1791, 1137
quick, 1969, 106422
quick, 1861, 15082
quick, 1649, 4
quick, 1794, 1149
quick, 1986, 182965
quick, 1889, 23505
quick, 1893, 30135
quick, 1848, 10964
quick, 1702, 131
quick, 1778, 466
quick, 1972, 112271
quick, 1720, 242
quick, 1867, 16052
quick, 1931, 40974
quick, 1898, 40806
quick, 1941, 38607
quick, 1822, 5615
quick, 2005, 617292
quick, 1917, 47320
quick, 1632, 1
quick, 1810, 3571
quick, 1741, 324
quick, 1729, 364
quick, 1874, 18643
quick, 1780, 765
quick, 1713, 130
quick, 1668, 20
quick, 1813, 3171
quick, 1816, 3491
quick, 1568, 11
quick, 1872, 15860
quick, 1722, 311
quick, 1978, 122711
quick, 1850, 12903
quick, 1902, 47970
quick, 1866, 16677
quick, 1881, 23275
quick, 1958, 58880
quick, 1865, 15602
quick, 1798, 1144
quick, 1663, 4
quick, 1928, 39771
quick, 1684, 43
quick, 1698, 56
quick, 1871, 16708
quick, 1693, 27
quick, 1885, 26645
quick, 1725, 913
quick, 1670, 22
quick, 1744, 507
quick, 1919, 45531
quick, 1765, 458
quick, 1949, 53698
quick, 1933, 31190
quick, 1841, 8656
quick, 1579, 1
quick, 1728, 322
quick, 1629, 1
quick, 1645, 10
quick, 1992, 260579
quick, 1892, 30515
quick, 1830, 7616
quick, 1787, 903
quick, 1963, 83921
quick, 1707, 138
quick, 1940, 40728
quick, 1952, 52187
quick, 1730, 457
quick, 1843, 8541
quick, 1829, 6037
quick, 1985, 169895
quick, 1994, 283028
quick, 1820, 5091
quick, 2008, 951933
quick, 1914, 49018
quick, 1961, 74158
quick, 1907, 48259
quick, 1647, 8
quick, 1835, 8929
quick, 1717, 195
quick, 1834, 7577
quick, 1838, 8271
quick, 1896, 37700
quick, 1779, 567
quick, 1620, 7
quick, 1943, 34488
quick, 1862, 12894
quick, 1653, 18
quick, 1683, 172
quick, 1587, 8
quick, 1657, 7
quick, 1922, 51995
quick, 1891, 26211
quick, 1677, 19
qualitative, 1864, 376
qualitative, 1851, 104
qualitative, 1903, 2297
qualitative, 1846, 179
qualitative, 1950, 11832
qualitative, 2004, 196934
qualitative, 1909, 3188
qualitative, 1899, 2525
qualitative, 1863, 166
qualitative, 1979, 49128
qualitative, 1859, 252
qualitative, 1887, 1612
qualitative, 1923, 4033
qualitative, 1897, 2467
qualitative, 1947, 7332
qualitative, 1751, 4
qualitative, 1929, 5641
qualitative, 1911, 4412
qualitative, 1819, 2
qualitative, 1840, 9
qualitative, 1996, 109808
qualitative, 1855, 502
qualitative, 1882, 982
qualitative, 1989, 78286
qualitative, 1953, 12547
qualitative, 2006, 215827
qualitative, 1939, 7100
qualitative, 1818, 1
qualitative, 1966, 32514
qualitative, 2003, 170313
qualitative, 1832, 1
qualitative, 1962, 24286
qualitative, 1935, 5684
qualitative, 1875, 671
qualitative, 1983, 55868
qualitative, 1987, 68344
qualitative, 1753, 1
qualitative, 2001, 145064
qualitative, 1856, 139
qualitative, 1916, 3826
qualitative, 1981, 51352
qualitative, 1984, 59715
qualitative, 1873, 928
qualitative, 2007, 228032
qualitative, 1888, 1091
qualitative, 1869, 273
qualitative, 1913, 3234
qualitative, 1938, 8694
qualitative, 1997, 108358
qualitative, 1847, 37
qualitative, 1999, 125224
qualitative, 1993, 87079
qualitative, 1951, 11198
qualitative, 1975, 42373
qualitative, 1865, 896
qualitative, 1848, 182
qualitative, 1964, 26854
qualitative, 1934, 4809
qualitative, 1927, 4483
qualitative, 1901, 2928
qualitative, 1889, 1092
qualitative, 1892, 1751
qualitative, 1830, 37
qualitative, 1946, 6837
qualitative, 1894, 2147
qualitative, 1957, 15062
qualitative, 1893, 1486
qualitative, 1515, 8
qualitative, 1842, 74
qualitative, 1879, 576
qualitative, 1880, 724
qualitative, 1954, 11889
qualitative, 1844, 110
qualitative, 1906, 3422
qualitative, 1773, 2
qualitative, 1910, 2992
qualitative, 1845, 98
qualitative, 1976, 43725
qualitative, 1932, 4115
qualitative, 1858, 164
qualitative, 1920, 3717
qualitative, 1868, 361
qualitative, 1849, 132
qualitative, 1877, 599
qualitative, 1890, 1553
qualitative, 1998, 123872
qualitative, 1831, 63
qualitative, 1790, 1
qualitative, 1809, 4
qualitative, 1800, 8
qualitative, 1836, 13
qualitative, 1835, 11
qualitative, 1742, 3
qualitative, 1821, 1
qualitative, 1775, 4
qualitative, 1904, 2413
qualitative, 1945, 4674
qualitative, 1959, 17943
qualitative, 1854, 325
qualitative, 1988, 76806
qualitative, 1995, 101429
qualitative, 1883, 1288
qualitative, 1965, 27748
qualitative, 1982, 53772
qualitative, 2008, 207416
qualitative, 1861, 108
qualitative, 1971, 39119
qualitative, 1825, 2
qualitative, 1924, 3887
qualitative, 1972, 39735
qualitative, 1931, 5342
qualitative, 1837, 4
qualitative, 1986, 65020
qualitative, 1852, 126
qualitative, 1801, 4
qualitative, 1930, 4620
qualitative, 1702, 2
qualitative, 1841, 43
qualitative, 1839, 14
qualitative, 1867, 285
qualitative, 1794, 1
qualitative, 1970, 36951
qualitative, 1766, 1
qualitative, 1898, 2450
qualitative, 1782, 1
qualitative, 1941, 6731
qualitative, 1822, 12
qualitative, 1886, 974
qualitative, 2005, 202840
qualitative, 1881, 1094
qualitative, 1777, 1
qualitative, 1874, 792
qualitative, 1713, 2
qualitative, 1813, 2
qualitative, 2002, 165872
qualitative, 1895, 2559
qualitative, 1799, 1
qualitative, 1808, 11
qualitative, 1872, 592
qualitative, 1978, 45831
qualitative, 1878, 718
qualitative, 1850, 172
qualitative, 1902, 3004
qualitative, 1866, 266
qualitative, 1917, 3918
qualitative, 1958, 14840
qualitative, 1921, 4597
qualitative, 1798, 2
qualitative, 1928, 4426
qualitative, 1871, 401
qualitative, 1942, 5820
qualitative, 1885, 1037
qualitative, 1925, 3732
qualitative, 1980, 50597
qualitative, 1919, 4167
qualitative, 1949, 9939
qualitative, 1933, 3982
qualitative, 1992, 91585
qualitative, 1905, 3737
qualitative, 1908, 3299
qualitative, 1833, 8
qualitative, 1912, 4239
qualitative, 1967, 32440
qualitative, 1969, 35682
qualitative, 1973, 41609
qualitative, 1827, 1
qualitative, 1918, 3462
qualitative, 1853, 189
qualitative, 1884, 1162
qualitative, 1968, 34377
qualitative, 2000, 139301
qualitative, 1963, 26235
qualitative, 1955, 12354
qualitative, 1828, 3
qualitative, 1940, 6313
qualitative, 1952, 11446
qualitative, 1948, 8096
qualitative, 1843, 34
qualitative, 1829, 6
qualitative, 1870, 401
qualitative, 1926, 3737
qualitative, 1994, 106895
qualitative, 1857, 183
qualitative, 1915, 3738
qualitative, 1656, 9
qualitative, 1914, 4038
qualitative, 1937, 6584
qualitative, 1985, 63091
qualitative, 1961, 21134
qualitative, 1907, 3857
qualitative, 1900, 1922
qualitative, 1956, 13224
qualitative, 1834, 8
qualitative, 1891, 1255
qualitative, 1838, 74
qualitative, 1896, 2319
qualitative, 1991, 86080
qualitative, 1876, 663
qualitative, 1943, 4854
qualitative, 1862, 153
qualitative, 1705, 1
qualitative, 1936, 5801
qualitative, 1826, 2
qualitative, 1977, 45371
qualitative, 1944, 4184
qualitative, 1990, 84533
qualitative, 1974, 42819
qualitative, 1820, 2
qualitative, 1922, 4850
qualitative, 1960, 19389
qualitative, 1860, 261
qualitative, 1734, 18
qualify, 1915, 3590
qualify, 1925, 3790
qualify, 1726, 103
qualify, 1706, 73
qualify, 1758, 81
qualify, 1756, 43
qualify, 1723, 82
qualify, 1899, 3454
qualify, 1635, 1
qualify, 1696, 5
qualify, 1946, 5929
qualify, 1979, 36024
qualify, 1887, 2518
qualify, 1923, 3322
qualify, 1947, 6239
qualify, 1751, 169
qualify, 1815, 930
qualify, 1911, 3525
qualify, 1819, 1047
qualify, 1755, 159
qualify, 1840, 2236
qualify, 1846, 2164
qualify, 1996, 74490
qualify, 1882, 2410
qualify, 1989, 54530
qualify, 1714, 64
qualify, 2006, 137605
qualify, 1939, 5035
qualify, 1966, 23223
qualify, 2003, 117074
qualify, 1812, 1074
qualify, 1875, 2273
qualify, 1983, 41914
qualify, 1737, 112
qualify, 2001, 104883
qualify, 1724, 96
qualify, 1709, 21
qualify, 1785, 149
qualify, 1873, 2063
qualify, 1574, 2
qualify, 1832, 1556
qualify, 1761, 107
qualify, 1993, 60727
qualify, 1951, 8124
qualify, 1673, 2
qualify, 1927, 4064
qualify, 1824, 1951
qualify, 1901, 3698
qualify, 1716, 49
qualify, 1711, 43
qualify, 1688, 11
qualify, 1679, 7
qualify, 1643, 2
qualify, 1811, 1159
qualify, 1692, 5
qualify, 1515, 3
qualify, 1844, 1967
qualify, 1762, 62
qualify, 1584, 1
qualify, 1910, 3979
qualify, 1750, 117
qualify, 1920, 4801
qualify, 1858, 2150
qualify, 1897, 2723
qualify, 1890, 2334
qualify, 1695, 1
qualify, 1998, 85928
qualify, 1790, 291
qualify, 1809, 813
qualify, 1836, 2045
qualify, 1715, 51
qualify, 1821, 955
qualify, 1775, 142
qualify, 1675, 6
qualify, 1945, 4257
qualify, 1959, 12553
qualify, 1854, 2867
qualify, 1995, 75420
qualify, 1965, 21919
qualify, 1772, 141
qualify, 1825, 1779
qualify, 1924, 3556
qualify, 1823, 1808
qualify, 1793, 268
qualify, 1921, 3979
qualify, 1837, 1729
qualify, 1747, 183
qualify, 1852, 2373
qualify, 1954, 9507
qualify, 1930, 4193
qualify, 1697, 3
qualify, 1740, 85
qualify, 1839, 1898
qualify, 1718, 65
qualify, 1799, 284
qualify, 1970, 28241
qualify, 1766, 188
qualify, 1782, 102
qualify, 1987, 49219
qualify, 1886, 2418
qualify, 1757, 119
qualify, 1796, 248
qualify, 1777, 143
qualify, 1806, 807
qualify, 1769, 71
qualify, 1731, 85
qualify, 1985, 43177
qualify, 1733, 45
qualify, 1700, 27
qualify, 2002, 113583
qualify, 1895, 2787
qualify, 1990, 56646
qualify, 1960, 14908
qualify, 1953, 7783
qualify, 1789, 144
qualify, 1878, 2004
qualify, 1563, 2
qualify, 1783, 177
qualify, 1971, 27842
qualify, 1942, 5842
qualify, 1805, 650
qualify, 1699, 9
qualify, 1686, 4
qualify, 1905, 3778
qualify, 1749, 201
qualify, 1833, 1648
qualify, 1912, 4205
qualify, 1739, 87
qualify, 1685, 3
qualify, 1754, 146
qualify, 1969, 25856
qualify, 1973, 29131
qualify, 1827, 1404
qualify, 1918, 3254
qualify, 1853, 2699
qualify, 1884, 3330
qualify, 1968, 28143
qualify, 2000, 102583
qualify, 1763, 103
qualify, 1746, 72
qualify, 1948, 7223
qualify, 1870, 2140
qualify, 1592, 1
qualify, 1795, 234
qualify, 1857, 2155
qualify, 1958, 12101
qualify, 1719, 24
qualify, 1690, 3
qualify, 1937, 4726
qualify, 1676, 2
qualify, 1736, 65
qualify, 1735, 115
qualify, 1776, 200
qualify, 1900, 3377
qualify, 1727, 80
qualify, 1956, 10124
qualify, 1999, 91398
qualify, 1764, 120
qualify, 1991, 60659
qualify, 1876, 2115
qualify, 1752, 139
qualify, 1803, 608
qualify, 1988, 49344
qualify, 1786, 141
qualify, 1624, 1
qualify, 1705, 28
qualify, 1936, 4470
qualify, 1826, 1481
qualify, 1977, 33085
qualify, 1944, 3588
qualify, 1974, 30072
qualify, 1820, 1254
qualify, 1938, 5336
qualify, 1797, 229
qualify, 1860, 2342
qualify, 1734, 68
qualify, 1864, 1742
qualify, 1851, 2460
qualify, 1903, 3478
qualify, 1950, 8594
qualify, 1669, 4
qualify, 2004, 128804
qualify, 1909, 3831
qualify, 1981, 38969
qualify, 1667, 1
qualify, 1680, 2
qualify, 1863, 1503
qualify, 1748, 116
qualify, 1771, 113
qualify, 1859, 2452
qualify, 1687, 2
qualify, 1828, 1572
qualify, 1929, 3763
qualify, 1855, 2613
qualify, 1768, 176
qualify, 1694, 2
qualify, 1710, 41
qualify, 1607, 4
qualify, 1818, 1269
qualify, 1967, 24968
qualify, 1630, 1
qualify, 1962, 16667
qualify, 1935, 4335
qualify, 1738, 147
qualify, 1774, 154
qualify, 1753, 109
qualify, 1788, 261
qualify, 1856, 2676
qualify, 1916, 3631
qualify, 1814, 829
qualify, 1984, 44618
qualify, 1817, 1004
qualify, 2007, 136433
qualify, 1888, 2741
qualify, 1816, 1063
qualify, 1781, 132
qualify, 1869, 2064
qualify, 1743, 117
qualify, 1957, 13172
qualify, 1997, 83741
qualify, 1847, 2128
qualify, 1759, 131
qualify, 1784, 176
qualify, 1681, 2
qualify, 1975, 28940
qualify, 1701, 17
qualify, 1760, 74
qualify, 1964, 18585
qualify, 1934, 3642
qualify, 1792, 336
qualify, 1913, 3599
qualify, 1708, 16
qualify, 1807, 788
qualify, 1892, 3103
qualify, 1745, 61
qualify, 1955, 10049
qualify, 1894, 2569
qualify, 1656, 2
qualify, 1801, 718
qualify, 1704, 24
qualify, 1802, 497
qualify, 1842, 2002
qualify, 1879, 2209
qualify, 1880, 2705
qualify, 1906, 3698
qualify, 1664, 2
qualify, 1703, 23
qualify, 1845, 2008
qualify, 1976, 30220
qualify, 1932, 4349
qualify, 1868, 1890
qualify, 1849, 2275
qualify, 1877, 2467
qualify, 1831, 1600
qualify, 1800, 287
qualify, 1712, 27
qualify, 1683, 9
qualify, 1904, 3912
qualify, 1742, 124
qualify, 1804, 677
qualify, 1721, 79
qualify, 1644, 1
qualify, 1770, 120
qualify, 1883, 3113
qualify, 1982, 41715
qualify, 1791, 269
qualify, 1767, 106
qualify, 1861, 1875
qualify, 1794, 293
qualify, 1986, 44696
qualify, 1889, 2276
qualify, 1893, 2720
qualify, 1848, 2168
qualify, 1702, 18
qualify, 1778, 140
qualify, 1972, 28617
qualify, 1720, 168
qualify, 1867, 2090
qualify, 1931, 3916
qualify, 1898, 3005
qualify, 1941, 4850
qualify, 1822, 1619
qualify, 2005, 131476
qualify, 1881, 2502
qualify, 1810, 1010
qualify, 1741, 66
qualify, 1729, 107
qualify, 1874, 2336
qualify, 1713, 33
qualify, 1813, 879
qualify, 1808, 826
qualify, 1872, 2012
qualify, 1722, 111
qualify, 1978, 34418
qualify, 1850, 2202
qualify, 1902, 4077
qualify, 1866, 2027
qualify, 1600, 181
qualify, 1917, 3854
qualify, 1865, 1708
qualify, 1798, 209
qualify, 1928, 4382
qualify, 1684, 5
qualify, 1698, 16
qualify, 1871, 2090
